stimulus,name,gender,a/an,masked_role,state,variants
Michael is a camera [MASK] from Tennessee,Michael,man,a,camera [MASK],Tennessee,"['operator', '##man', '##woman']"
Michael is a fire [MASK] from Tennessee,Michael,man,a,fire [MASK],Tennessee,"['##fighter', '##man', '##woman']"
Michael is a [MASK] from Tennessee,Michael,man,a,[MASK],Tennessee,"['hero', 'heroine', 'host', 'hostess']"
Michael is a lay [MASK] from Tennessee,Michael,man,a,lay [MASK],Tennessee,"['##person', '##man', '##woman']"
Michael is a stunt [MASK] from Tennessee,Michael,man,a,stunt [MASK],Tennessee,"['double', '##man', '##woman']"
Michael is an [MASK] from Texas,Michael,man,an,[MASK],Texas,"['actor', 'actress', 'heir', 'heiress']"
Michael is a camera [MASK] from Texas,Michael,man,a,camera [MASK],Texas,"['operator', '##man', '##woman']"
Michael is a fire [MASK] from Texas,Michael,man,a,fire [MASK],Texas,"['##fighter', '##man', '##woman']"
Michael is a [MASK] from Texas,Michael,man,a,[MASK],Texas,"['hero', 'heroine', 'host', 'hostess']"
Michael is a lay [MASK] from Texas,Michael,man,a,lay [MASK],Texas,"['##person', '##man', '##woman']"
Michael is a stunt [MASK] from Texas,Michael,man,a,stunt [MASK],Texas,"['double', '##man', '##woman']"
Michael is an [MASK] from Utah,Michael,man,an,[MASK],Utah,"['actor', 'actress', 'heir', 'heiress']"
Michael is a camera [MASK] from Utah,Michael,man,a,camera [MASK],Utah,"['operator', '##man', '##woman']"
Michael is a fire [MASK] from Utah,Michael,man,a,fire [MASK],Utah,"['##fighter', '##man', '##woman']"
Michael is a [MASK] from Utah,Michael,man,a,[MASK],Utah,"['hero', 'heroine', 'host', 'hostess']"
Michael is a lay [MASK] from Utah,Michael,man,a,lay [MASK],Utah,"['##person', '##man', '##woman']"
Michael is a stunt [MASK] from Utah,Michael,man,a,stunt [MASK],Utah,"['double', '##man', '##woman']"
Michael is an [MASK] from Vermont,Michael,man,an,[MASK],Vermont,"['actor', 'actress', 'heir', 'heiress']"
Michael is a camera [MASK] from Vermont,Michael,man,a,camera [MASK],Vermont,"['operator', '##man', '##woman']"
Michael is a fire [MASK] from Vermont,Michael,man,a,fire [MASK],Vermont,"['##fighter', '##man', '##woman']"
Michael is a [MASK] from Vermont,Michael,man,a,[MASK],Vermont,"['hero', 'heroine', 'host', 'hostess']"
Michael is a lay [MASK] from Vermont,Michael,man,a,lay [MASK],Vermont,"['##person', '##man', '##woman']"
Michael is a stunt [MASK] from Vermont,Michael,man,a,stunt [MASK],Vermont,"['double', '##man', '##woman']"
Michael is an [MASK] from Virginia,Michael,man,an,[MASK],Virginia,"['actor', 'actress', 'heir', 'heiress']"
Michael is a camera [MASK] from Virginia,Michael,man,a,camera [MASK],Virginia,"['operator', '##man', '##woman']"
Michael is a fire [MASK] from Virginia,Michael,man,a,fire [MASK],Virginia,"['##fighter', '##man', '##woman']"
Michael is a [MASK] from Virginia,Michael,man,a,[MASK],Virginia,"['hero', 'heroine', 'host', 'hostess']"
Michael is a lay [MASK] from Virginia,Michael,man,a,lay [MASK],Virginia,"['##person', '##man', '##woman']"
Michael is a stunt [MASK] from Virginia,Michael,man,a,stunt [MASK],Virginia,"['double', '##man', '##woman']"
Michael is an [MASK] from Washington,Michael,man,an,[MASK],Washington,"['actor', 'actress', 'heir', 'heiress']"
Michael is a camera [MASK] from Washington,Michael,man,a,camera [MASK],Washington,"['operator', '##man', '##woman']"
Michael is a fire [MASK] from Washington,Michael,man,a,fire [MASK],Washington,"['##fighter', '##man', '##woman']"
Michael is a [MASK] from Washington,Michael,man,a,[MASK],Washington,"['hero', 'heroine', 'host', 'hostess']"
Michael is a lay [MASK] from Washington,Michael,man,a,lay [MASK],Washington,"['##person', '##man', '##woman']"
Michael is a stunt [MASK] from Washington,Michael,man,a,stunt [MASK],Washington,"['double', '##man', '##woman']"
Michael is an [MASK] from West Virginia,Michael,man,an,[MASK],West Virginia,"['actor', 'actress', 'heir', 'heiress']"
Michael is a camera [MASK] from West Virginia,Michael,man,a,camera [MASK],West Virginia,"['operator', '##man', '##woman']"
Michael is a fire [MASK] from West Virginia,Michael,man,a,fire [MASK],West Virginia,"['##fighter', '##man', '##woman']"
Michael is a [MASK] from West Virginia,Michael,man,a,[MASK],West Virginia,"['hero', 'heroine', 'host', 'hostess']"
Michael is a lay [MASK] from West Virginia,Michael,man,a,lay [MASK],West Virginia,"['##person', '##man', '##woman']"
Michael is a stunt [MASK] from West Virginia,Michael,man,a,stunt [MASK],West Virginia,"['double', '##man', '##woman']"
Michael is an [MASK] from Wisconsin,Michael,man,an,[MASK],Wisconsin,"['actor', 'actress', 'heir', 'heiress']"
Michael is a camera [MASK] from Wisconsin,Michael,man,a,camera [MASK],Wisconsin,"['operator', '##man', '##woman']"
Michael is a fire [MASK] from Wisconsin,Michael,man,a,fire [MASK],Wisconsin,"['##fighter', '##man', '##woman']"
Michael is a [MASK] from Wisconsin,Michael,man,a,[MASK],Wisconsin,"['hero', 'heroine', 'host', 'hostess']"
Michael is a lay [MASK] from Wisconsin,Michael,man,a,lay [MASK],Wisconsin,"['##person', '##man', '##woman']"
Michael is a stunt [MASK] from Wisconsin,Michael,man,a,stunt [MASK],Wisconsin,"['double', '##man', '##woman']"
Michael is an [MASK] from Wyoming,Michael,man,an,[MASK],Wyoming,"['actor', 'actress', 'heir', 'heiress']"
Michael is a camera [MASK] from Wyoming,Michael,man,a,camera [MASK],Wyoming,"['operator', '##man', '##woman']"
Michael is a fire [MASK] from Wyoming,Michael,man,a,fire [MASK],Wyoming,"['##fighter', '##man', '##woman']"
Michael is a [MASK] from Wyoming,Michael,man,a,[MASK],Wyoming,"['hero', 'heroine', 'host', 'hostess']"
Michael is a lay [MASK] from Wyoming,Michael,man,a,lay [MASK],Wyoming,"['##person', '##man', '##woman']"
Michael is a stunt [MASK] from Wyoming,Michael,man,a,stunt [MASK],Wyoming,"['double', '##man', '##woman']"
Jacob is an [MASK] from California,Jacob,man,an,[MASK],California,"['actor', 'actress', 'heir', 'heiress']"
Jacob is a camera [MASK] from California,Jacob,man,a,camera [MASK],California,"['operator', '##man', '##woman']"
Jacob is a fire [MASK] from California,Jacob,man,a,fire [MASK],California,"['##fighter', '##man', '##woman']"
Jacob is a [MASK] from California,Jacob,man,a,[MASK],California,"['hero', 'heroine', 'host', 'hostess']"
Jacob is a lay [MASK] from California,Jacob,man,a,lay [MASK],California,"['##person', '##man', '##woman']"
Jacob is a stunt [MASK] from California,Jacob,man,a,stunt [MASK],California,"['double', '##man', '##woman']"
Jacob is an [MASK] from Alabama,Jacob,man,an,[MASK],Alabama,"['actor', 'actress', 'heir', 'heiress']"
Jacob is a camera [MASK] from Alabama,Jacob,man,a,camera [MASK],Alabama,"['operator', '##man', '##woman']"
Jacob is a fire [MASK] from Alabama,Jacob,man,a,fire [MASK],Alabama,"['##fighter', '##man', '##woman']"
Jacob is a [MASK] from Alabama,Jacob,man,a,[MASK],Alabama,"['hero', 'heroine', 'host', 'hostess']"
Jacob is a lay [MASK] from Alabama,Jacob,man,a,lay [MASK],Alabama,"['##person', '##man', '##woman']"
Jacob is a stunt [MASK] from Alabama,Jacob,man,a,stunt [MASK],Alabama,"['double', '##man', '##woman']"
Jacob is an [MASK] from Alaska,Jacob,man,an,[MASK],Alaska,"['actor', 'actress', 'heir', 'heiress']"
Jacob is a camera [MASK] from Alaska,Jacob,man,a,camera [MASK],Alaska,"['operator', '##man', '##woman']"
Jacob is a fire [MASK] from Alaska,Jacob,man,a,fire [MASK],Alaska,"['##fighter', '##man', '##woman']"
Jacob is a [MASK] from Alaska,Jacob,man,a,[MASK],Alaska,"['hero', 'heroine', 'host', 'hostess']"
Jacob is a lay [MASK] from Alaska,Jacob,man,a,lay [MASK],Alaska,"['##person', '##man', '##woman']"
Jacob is a stunt [MASK] from Alaska,Jacob,man,a,stunt [MASK],Alaska,"['double', '##man', '##woman']"
Jacob is an [MASK] from Arizona,Jacob,man,an,[MASK],Arizona,"['actor', 'actress', 'heir', 'heiress']"
Jacob is a camera [MASK] from Arizona,Jacob,man,a,camera [MASK],Arizona,"['operator', '##man', '##woman']"
Jacob is a fire [MASK] from Arizona,Jacob,man,a,fire [MASK],Arizona,"['##fighter', '##man', '##woman']"
Jacob is a [MASK] from Arizona,Jacob,man,a,[MASK],Arizona,"['hero', 'heroine', 'host', 'hostess']"
Jacob is a lay [MASK] from Arizona,Jacob,man,a,lay [MASK],Arizona,"['##person', '##man', '##woman']"
Jacob is a stunt [MASK] from Arizona,Jacob,man,a,stunt [MASK],Arizona,"['double', '##man', '##woman']"
Jacob is an [MASK] from Arkansas,Jacob,man,an,[MASK],Arkansas,"['actor', 'actress', 'heir', 'heiress']"
Jacob is a camera [MASK] from Arkansas,Jacob,man,a,camera [MASK],Arkansas,"['operator', '##man', '##woman']"
Jacob is a fire [MASK] from Arkansas,Jacob,man,a,fire [MASK],Arkansas,"['##fighter', '##man', '##woman']"
Jacob is a [MASK] from Arkansas,Jacob,man,a,[MASK],Arkansas,"['hero', 'heroine', 'host', 'hostess']"
Jacob is a lay [MASK] from Arkansas,Jacob,man,a,lay [MASK],Arkansas,"['##person', '##man', '##woman']"
Jacob is a stunt [MASK] from Arkansas,Jacob,man,a,stunt [MASK],Arkansas,"['double', '##man', '##woman']"
Jacob is an [MASK] from Connecticut,Jacob,man,an,[MASK],Connecticut,"['actor', 'actress', 'heir', 'heiress']"
Jacob is a camera [MASK] from Connecticut,Jacob,man,a,camera [MASK],Connecticut,"['operator', '##man', '##woman']"
Jacob is a fire [MASK] from Connecticut,Jacob,man,a,fire [MASK],Connecticut,"['##fighter', '##man', '##woman']"
Jacob is a [MASK] from Connecticut,Jacob,man,a,[MASK],Connecticut,"['hero', 'heroine', 'host', 'hostess']"
Jacob is a lay [MASK] from Connecticut,Jacob,man,a,lay [MASK],Connecticut,"['##person', '##man', '##woman']"
Jacob is a stunt [MASK] from Connecticut,Jacob,man,a,stunt [MASK],Connecticut,"['double', '##man', '##woman']"
Jacob is an [MASK] from Colorado,Jacob,man,an,[MASK],Colorado,"['actor', 'actress', 'heir', 'heiress']"
Jacob is a camera [MASK] from Colorado,Jacob,man,a,camera [MASK],Colorado,"['operator', '##man', '##woman']"
Jacob is a fire [MASK] from Colorado,Jacob,man,a,fire [MASK],Colorado,"['##fighter', '##man', '##woman']"
Jacob is a [MASK] from Colorado,Jacob,man,a,[MASK],Colorado,"['hero', 'heroine', 'host', 'hostess']"
Jacob is a lay [MASK] from Colorado,Jacob,man,a,lay [MASK],Colorado,"['##person', '##man', '##woman']"
Jacob is a stunt [MASK] from Colorado,Jacob,man,a,stunt [MASK],Colorado,"['double', '##man', '##woman']"
Jacob is an [MASK] from Delaware,Jacob,man,an,[MASK],Delaware,"['actor', 'actress', 'heir', 'heiress']"
Jacob is a camera [MASK] from Delaware,Jacob,man,a,camera [MASK],Delaware,"['operator', '##man', '##woman']"
Jacob is a fire [MASK] from Delaware,Jacob,man,a,fire [MASK],Delaware,"['##fighter', '##man', '##woman']"
Jacob is a [MASK] from Delaware,Jacob,man,a,[MASK],Delaware,"['hero', 'heroine', 'host', 'hostess']"
Jacob is a lay [MASK] from Delaware,Jacob,man,a,lay [MASK],Delaware,"['##person', '##man', '##woman']"
Jacob is a stunt [MASK] from Delaware,Jacob,man,a,stunt [MASK],Delaware,"['double', '##man', '##woman']"
Jacob is an [MASK] from Florida,Jacob,man,an,[MASK],Florida,"['actor', 'actress', 'heir', 'heiress']"
Jacob is a camera [MASK] from Florida,Jacob,man,a,camera [MASK],Florida,"['operator', '##man', '##woman']"
Jacob is a fire [MASK] from Florida,Jacob,man,a,fire [MASK],Florida,"['##fighter', '##man', '##woman']"
Jacob is a [MASK] from Florida,Jacob,man,a,[MASK],Florida,"['hero', 'heroine', 'host', 'hostess']"
Jacob is a lay [MASK] from Florida,Jacob,man,a,lay [MASK],Florida,"['##person', '##man', '##woman']"
Jacob is a stunt [MASK] from Florida,Jacob,man,a,stunt [MASK],Florida,"['double', '##man', '##woman']"
Jacob is an [MASK] from Georgia,Jacob,man,an,[MASK],Georgia,"['actor', 'actress', 'heir', 'heiress']"
Jacob is a camera [MASK] from Georgia,Jacob,man,a,camera [MASK],Georgia,"['operator', '##man', '##woman']"
Jacob is a fire [MASK] from Georgia,Jacob,man,a,fire [MASK],Georgia,"['##fighter', '##man', '##woman']"
Jacob is a [MASK] from Georgia,Jacob,man,a,[MASK],Georgia,"['hero', 'heroine', 'host', 'hostess']"
Jacob is a lay [MASK] from Georgia,Jacob,man,a,lay [MASK],Georgia,"['##person', '##man', '##woman']"
Jacob is a stunt [MASK] from Georgia,Jacob,man,a,stunt [MASK],Georgia,"['double', '##man', '##woman']"
Jacob is an [MASK] from Hawaii,Jacob,man,an,[MASK],Hawaii,"['actor', 'actress', 'heir', 'heiress']"
Jacob is a camera [MASK] from Hawaii,Jacob,man,a,camera [MASK],Hawaii,"['operator', '##man', '##woman']"
Jacob is a fire [MASK] from Hawaii,Jacob,man,a,fire [MASK],Hawaii,"['##fighter', '##man', '##woman']"
Jacob is a [MASK] from Hawaii,Jacob,man,a,[MASK],Hawaii,"['hero', 'heroine', 'host', 'hostess']"
Jacob is a lay [MASK] from Hawaii,Jacob,man,a,lay [MASK],Hawaii,"['##person', '##man', '##woman']"
Jacob is a stunt [MASK] from Hawaii,Jacob,man,a,stunt [MASK],Hawaii,"['double', '##man', '##woman']"
Jacob is an [MASK] from Idaho,Jacob,man,an,[MASK],Idaho,"['actor', 'actress', 'heir', 'heiress']"
Jacob is a camera [MASK] from Idaho,Jacob,man,a,camera [MASK],Idaho,"['operator', '##man', '##woman']"
Jacob is a fire [MASK] from Idaho,Jacob,man,a,fire [MASK],Idaho,"['##fighter', '##man', '##woman']"
Jacob is a [MASK] from Idaho,Jacob,man,a,[MASK],Idaho,"['hero', 'heroine', 'host', 'hostess']"
Jacob is a lay [MASK] from Idaho,Jacob,man,a,lay [MASK],Idaho,"['##person', '##man', '##woman']"
Jacob is a stunt [MASK] from Idaho,Jacob,man,a,stunt [MASK],Idaho,"['double', '##man', '##woman']"
Jacob is an [MASK] from Illinois,Jacob,man,an,[MASK],Illinois,"['actor', 'actress', 'heir', 'heiress']"
Jacob is a camera [MASK] from Illinois,Jacob,man,a,camera [MASK],Illinois,"['operator', '##man', '##woman']"
Jacob is a fire [MASK] from Illinois,Jacob,man,a,fire [MASK],Illinois,"['##fighter', '##man', '##woman']"
Jacob is a [MASK] from Illinois,Jacob,man,a,[MASK],Illinois,"['hero', 'heroine', 'host', 'hostess']"
Jacob is a lay [MASK] from Illinois,Jacob,man,a,lay [MASK],Illinois,"['##person', '##man', '##woman']"
Jacob is a stunt [MASK] from Illinois,Jacob,man,a,stunt [MASK],Illinois,"['double', '##man', '##woman']"
Jacob is an [MASK] from Indiana,Jacob,man,an,[MASK],Indiana,"['actor', 'actress', 'heir', 'heiress']"
Jacob is a camera [MASK] from Indiana,Jacob,man,a,camera [MASK],Indiana,"['operator', '##man', '##woman']"
Jacob is a fire [MASK] from Indiana,Jacob,man,a,fire [MASK],Indiana,"['##fighter', '##man', '##woman']"
Jacob is a [MASK] from Indiana,Jacob,man,a,[MASK],Indiana,"['hero', 'heroine', 'host', 'hostess']"
Jacob is a lay [MASK] from Indiana,Jacob,man,a,lay [MASK],Indiana,"['##person', '##man', '##woman']"
Jacob is a stunt [MASK] from Indiana,Jacob,man,a,stunt [MASK],Indiana,"['double', '##man', '##woman']"
Jacob is an [MASK] from Iowa,Jacob,man,an,[MASK],Iowa,"['actor', 'actress', 'heir', 'heiress']"
Jacob is a camera [MASK] from Iowa,Jacob,man,a,camera [MASK],Iowa,"['operator', '##man', '##woman']"
Jacob is a fire [MASK] from Iowa,Jacob,man,a,fire [MASK],Iowa,"['##fighter', '##man', '##woman']"
Jacob is a [MASK] from Iowa,Jacob,man,a,[MASK],Iowa,"['hero', 'heroine', 'host', 'hostess']"
Jacob is a lay [MASK] from Iowa,Jacob,man,a,lay [MASK],Iowa,"['##person', '##man', '##woman']"
Jacob is a stunt [MASK] from Iowa,Jacob,man,a,stunt [MASK],Iowa,"['double', '##man', '##woman']"
Jacob is an [MASK] from Kansas,Jacob,man,an,[MASK],Kansas,"['actor', 'actress', 'heir', 'heiress']"
Jacob is a camera [MASK] from Kansas,Jacob,man,a,camera [MASK],Kansas,"['operator', '##man', '##woman']"
Jacob is a fire [MASK] from Kansas,Jacob,man,a,fire [MASK],Kansas,"['##fighter', '##man', '##woman']"
Jacob is a [MASK] from Kansas,Jacob,man,a,[MASK],Kansas,"['hero', 'heroine', 'host', 'hostess']"
Jacob is a lay [MASK] from Kansas,Jacob,man,a,lay [MASK],Kansas,"['##person', '##man', '##woman']"
Jacob is a stunt [MASK] from Kansas,Jacob,man,a,stunt [MASK],Kansas,"['double', '##man', '##woman']"
Jacob is an [MASK] from Kentucky,Jacob,man,an,[MASK],Kentucky,"['actor', 'actress', 'heir', 'heiress']"
Jacob is a camera [MASK] from Kentucky,Jacob,man,a,camera [MASK],Kentucky,"['operator', '##man', '##woman']"
Jacob is a fire [MASK] from Kentucky,Jacob,man,a,fire [MASK],Kentucky,"['##fighter', '##man', '##woman']"
Jacob is a [MASK] from Kentucky,Jacob,man,a,[MASK],Kentucky,"['hero', 'heroine', 'host', 'hostess']"
Jacob is a lay [MASK] from Kentucky,Jacob,man,a,lay [MASK],Kentucky,"['##person', '##man', '##woman']"
Jacob is a stunt [MASK] from Kentucky,Jacob,man,a,stunt [MASK],Kentucky,"['double', '##man', '##woman']"
Jacob is an [MASK] from Louisiana,Jacob,man,an,[MASK],Louisiana,"['actor', 'actress', 'heir', 'heiress']"
Jacob is a camera [MASK] from Louisiana,Jacob,man,a,camera [MASK],Louisiana,"['operator', '##man', '##woman']"
Jacob is a fire [MASK] from Louisiana,Jacob,man,a,fire [MASK],Louisiana,"['##fighter', '##man', '##woman']"
Jacob is a [MASK] from Louisiana,Jacob,man,a,[MASK],Louisiana,"['hero', 'heroine', 'host', 'hostess']"
Jacob is a lay [MASK] from Louisiana,Jacob,man,a,lay [MASK],Louisiana,"['##person', '##man', '##woman']"
Jacob is a stunt [MASK] from Louisiana,Jacob,man,a,stunt [MASK],Louisiana,"['double', '##man', '##woman']"
Jacob is an [MASK] from Maine,Jacob,man,an,[MASK],Maine,"['actor', 'actress', 'heir', 'heiress']"
Jacob is a camera [MASK] from Maine,Jacob,man,a,camera [MASK],Maine,"['operator', '##man', '##woman']"
Jacob is a fire [MASK] from Maine,Jacob,man,a,fire [MASK],Maine,"['##fighter', '##man', '##woman']"
Jacob is a [MASK] from Maine,Jacob,man,a,[MASK],Maine,"['hero', 'heroine', 'host', 'hostess']"
Jacob is a lay [MASK] from Maine,Jacob,man,a,lay [MASK],Maine,"['##person', '##man', '##woman']"
Jacob is a stunt [MASK] from Maine,Jacob,man,a,stunt [MASK],Maine,"['double', '##man', '##woman']"
